invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,revenue,year,month,day,day_of_week,hour
545580,21626,VINTAGE UNION JACK PENNANT,12,2011-03-04 08:43:00,1.95,13931,United Kingdom,23.4,2011,3,4,Friday,8
565292,21974,SET OF 36 PAISLEY FLOWER DOILIES,24,2011-09-02 11:54:00,1.45,16102,United Kingdom,34.8,2011,9,2,Friday,11
547884,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-03-28 09:07:00,2.1,13481,United Kingdom,12.600000000000001,2011,3,28,Monday,9
552337,21937,STRAWBERRY   PICNIC BAG,10,2011-05-09 11:34:00,2.95,12621,Germany,29.5,2011,5,9,Monday,11
576696,23391, I LOVE LONDON MINI BACKPACK,2,2011-11-16 12:26:00,4.15,16669,United Kingdom,8.3,2011,11,16,Wednesday,12
553004,21792,CLASSIC FRENCH STYLE BASKET GREEN ,1,2011-05-12 16:11:00,3.95,17764,United Kingdom,3.95,2011,5,12,Thursday,16
549118,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-06 13:18:00,1.25,14911,EIRE,15.0,2011,4,6,Wednesday,13
536837,22804,CANDLEHOLDER PINK HANGING HEART,2,2010-12-02 18:15:00,2.95,14395,United Kingdom,5.9,2010,12,2,Thursday,18
580305,23193,BUFFALO BILL TREASURE BOOK BOX,1,2011-12-02 14:26:00,2.25,12970,United Kingdom,2.25,2011,12,2,Friday,14
563709,23129,HEART SHAPED HOLLY WREATH,4,2011-08-18 15:17:00,4.15,15472,United Kingdom,16.6,2011,8,18,Thursday,15
575856,20679,EDWARDIAN PARASOL RED,1,2011-11-11 12:28:00,5.95,16386,United Kingdom,5.95,2011,11,11,Friday,12
580306,21174,POTTERING IN THE SHED METAL SIGN,12,2011-12-02 14:29:00,2.08,14250,United Kingdom,24.96,2011,12,2,Friday,14
552261,21790,VINTAGE SNAP CARDS,12,2011-05-08 11:34:00,0.85,16807,United Kingdom,10.2,2011,5,8,Sunday,11
574726,22151,PLACE SETTING WHITE HEART,24,2011-11-06 14:56:00,0.42,14664,United Kingdom,10.08,2011,11,6,Sunday,14
570513,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2011-10-11 10:33:00,3.75,14952,United Kingdom,90.0,2011,10,11,Tuesday,10
577723,23694,PAISLEY PARK CARD,12,2011-11-21 12:36:00,0.42,16713,United Kingdom,5.04,2011,11,21,Monday,12
553187,23209,LUNCH BAG DOILEY PATTERN ,5,2011-05-15 12:53:00,1.65,16809,United Kingdom,8.25,2011,5,15,Sunday,12
552802,20972,PINK CREAM FELT CRAFT TRINKET BOX ,6,2011-05-11 12:23:00,1.25,16115,United Kingdom,7.5,2011,5,11,Wednesday,12
569899,35970,ZINC FOLKART SLEIGH BELLS,12,2011-10-06 16:15:00,1.69,13940,United Kingdom,20.28,2011,10,6,Thursday,16
571564,23245,SET OF 3 REGENCY CAKE TINS,4,2011-10-18 10:16:00,4.95,16019,United Kingdom,19.8,2011,10,18,Tuesday,10
547787,21033,JUMBO BAG CHARLIE AND LOLA TOYS,20,2011-03-25 11:57:00,1.95,13139,United Kingdom,39.0,2011,3,25,Friday,11
575622,21169,YOU'RE CONFUSING ME METAL SIGN ,24,2011-11-10 13:13:00,1.69,16743,United Kingdom,40.56,2011,11,10,Thursday,13
575986,21533,RETROSPOT LARGE MILK JUG,3,2011-11-13 14:11:00,4.95,13018,United Kingdom,14.850000000000001,2011,11,13,Sunday,14
580865,22434,BALLOON PUMP WITH 10 BALLOONS,1,2011-12-06 11:58:00,1.95,17914,United Kingdom,1.95,2011,12,6,Tuesday,11
561120,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-07-25 12:50:00,2.08,15835,United Kingdom,20.8,2011,7,25,Monday,12
543111,82583,HOT BATHS METAL SIGN,1,2011-02-03 12:44:00,2.1,15719,United Kingdom,2.1,2011,2,3,Thursday,12
569143,48116,DOORMAT MULTICOLOUR STRIPE,3,2011-09-30 15:04:00,8.25,15867,United Kingdom,24.75,2011,9,30,Friday,15
576684,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-11-16 12:08:00,1.65,14092,United Kingdom,19.799999999999997,2011,11,16,Wednesday,12
573905,23091,ZINC HERB GARDEN CONTAINER,1,2011-11-01 15:06:00,6.25,16971,United Kingdom,6.25,2011,11,1,Tuesday,15
554950,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2011-05-27 14:48:00,2.08,14227,United Kingdom,20.8,2011,5,27,Friday,14
573546,23489,VINTAGE BELLS GARLAND,6,2011-10-31 13:13:00,2.89,15974,United Kingdom,17.34,2011,10,31,Monday,13
544656,22973,CHILDREN'S CIRCUS PARADE MUG,12,2011-02-22 13:02:00,1.65,17442,United Kingdom,19.799999999999997,2011,2,22,Tuesday,13
578233,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-11-23 12:20:00,2.1,14049,United Kingdom,12.600000000000001,2011,11,23,Wednesday,12
579750,22142,CHRISTMAS CRAFT WHITE FAIRY ,10,2011-11-30 14:42:00,1.45,13536,United Kingdom,14.5,2011,11,30,Wednesday,14
562950,22754,SMALL RED BABUSHKA NOTEBOOK ,12,2011-08-11 09:56:00,0.85,15608,United Kingdom,10.2,2011,8,11,Thursday,9
550649,22960,JAM MAKING SET WITH JARS,6,2011-04-19 16:37:00,4.25,13134,United Kingdom,25.5,2011,4,19,Tuesday,16
565014,23206,LUNCH BAG APPLE DESIGN,30,2011-08-31 16:28:00,1.65,16180,United Kingdom,49.5,2011,8,31,Wednesday,16
558570,23127,FELTCRAFT GIRL NICOLE KIT,2,2011-06-30 14:38:00,4.95,17673,United Kingdom,9.9,2011,6,30,Thursday,14
563821,21891,TRADITIONAL WOODEN SKIPPING ROPE,36,2011-08-19 12:06:00,1.45,14533,United Kingdom,52.199999999999996,2011,8,19,Friday,12
543166,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-02-04 08:27:00,3.95,13488,United Kingdom,15.8,2011,2,4,Friday,8
567472,23203,JUMBO BAG VINTAGE DOILY ,10,2011-09-20 12:47:00,2.08,15039,United Kingdom,20.8,2011,9,20,Tuesday,12
563917,51014A,"FEATHER PEN,HOT PINK",12,2011-08-21 13:46:00,0.39,14572,United Kingdom,4.68,2011,8,21,Sunday,13
538508,21166,COOK WITH WINE METAL SIGN ,1,2010-12-12 13:32:00,1.95,15998,United Kingdom,1.95,2010,12,12,Sunday,13
577061,23492,VINTAGE JINGLE BELLS WREATH,2,2011-11-17 14:40:00,8.25,14911,EIRE,16.5,2011,11,17,Thursday,14
570108,23348,CHILDRENS TOY COOKING UTENSIL SET,6,2011-10-07 12:25:00,2.08,13004,United Kingdom,12.48,2011,10,7,Friday,12
550264,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-04-15 12:05:00,2.95,13426,United Kingdom,17.700000000000003,2011,4,15,Friday,12
574893,23209,LUNCH BAG VINTAGE DOILY ,2,2011-11-07 14:40:00,1.65,18036,United Kingdom,3.3,2011,11,7,Monday,14
581193,23203,JUMBO BAG VINTAGE DOILY ,1,2011-12-07 17:05:00,2.08,17097,Spain,2.08,2011,12,7,Wednesday,17
557033,21156,RETROSPOT CHILDRENS APRON,8,2011-06-16 13:48:00,1.95,13826,United Kingdom,15.6,2011,6,16,Thursday,13
568703,21866,UNION JACK FLAG LUGGAGE TAG,20,2011-09-28 15:21:00,1.25,12748,United Kingdom,25.0,2011,9,28,Wednesday,15
571654,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,1,2011-10-18 12:17:00,1.25,18118,United Kingdom,1.25,2011,10,18,Tuesday,12
539957,21622,VINTAGE UNION JACK CUSHION COVER,4,2010-12-23 12:58:00,4.95,12585,Germany,19.8,2010,12,23,Thursday,12
561905,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-08-01 09:31:00,2.55,14947,United Kingdom,20.4,2011,8,1,Monday,9
577736,16237,SLEEPING CAT ERASERS,10,2011-11-21 13:20:00,0.21,14606,United Kingdom,2.1,2011,11,21,Monday,13
575688,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-11-10 16:15:00,1.69,18230,United Kingdom,20.28,2011,11,10,Thursday,16
568346,35911A,MULTICOLOUR RABBIT EGG WARMER,1,2011-09-26 15:28:00,0.83,14096,United Kingdom,0.83,2011,9,26,Monday,15
568177,23314,VINTAGE CHRISTMAS TABLECLOTH,2,2011-09-25 13:30:00,12.5,13536,United Kingdom,25.0,2011,9,25,Sunday,13
580956,22419,LIPSTICK PEN RED,4,2011-12-06 14:23:00,0.42,17841,United Kingdom,1.68,2011,12,6,Tuesday,14
552715,23172,REGENCY TEA PLATE PINK,12,2011-05-11 09:35:00,1.65,12921,United Kingdom,19.799999999999997,2011,5,11,Wednesday,9
541847,22858,EASTER TIN KEEPSAKE,6,2011-01-23 13:25:00,1.65,15443,United Kingdom,9.899999999999999,2011,1,23,Sunday,13
566202,22776,SWEETHEART 3 TIER CAKE STAND ,2,2011-09-09 14:22:00,9.95,15652,United Kingdom,19.9,2011,9,9,Friday,14
547246,22494,EMERGENCY FIRST AID TIN ,12,2011-03-22 08:54:00,1.25,16191,United Kingdom,15.0,2011,3,22,Tuesday,8
564534,84992,72 SWEETHEART FAIRY CAKE CASES,2,2011-08-25 15:09:00,0.55,12748,United Kingdom,1.1,2011,8,25,Thursday,15
573323,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-10-30 10:54:00,2.95,15708,United Kingdom,17.700000000000003,2011,10,30,Sunday,10
567899,22271,FELTCRAFT DOLL ROSIE,6,2011-09-22 16:26:00,2.95,14911,EIRE,17.700000000000003,2011,9,22,Thursday,16
559819,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,2011-07-12 16:58:00,4.15,12682,France,24.900000000000002,2011,7,12,Tuesday,16
553007,16014,SMALL CHINESE STYLE SCISSOR,80,2011-05-12 16:50:00,0.42,14000,United Kingdom,33.6,2011,5,12,Thursday,16
548542,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2011-03-31 18:05:00,2.55,13918,United Kingdom,30.599999999999998,2011,3,31,Thursday,18
543619,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,2,2011-02-10 14:51:00,9.95,16842,United Kingdom,19.9,2011,2,10,Thursday,14
539988,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,1,2010-12-23 16:06:00,0.85,18116,United Kingdom,0.85,2010,12,23,Thursday,16
570208,22694,WICKER STAR ,4,2011-10-09 10:23:00,2.1,16104,United Kingdom,8.4,2011,10,9,Sunday,10
578479,23569,TRADTIONAL ALPHABET STAMP SET,1,2011-11-24 12:48:00,4.95,15858,United Kingdom,4.95,2011,11,24,Thursday,12
568142,22109,FULL ENGLISH BREAKFAST PLATE,2,2011-09-25 11:22:00,3.75,16744,United Kingdom,7.5,2011,9,25,Sunday,11
581220,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,36,2011-12-08 09:39:00,0.39,13924,United Kingdom,14.040000000000001,2011,12,8,Thursday,9
550918,21714,CITRONELLA CANDLE GARDEN POT,12,2011-04-21 14:03:00,1.25,17630,United Kingdom,15.0,2011,4,21,Thursday,14
539957,22555,PLASTERS IN TIN STRONGMAN,12,2010-12-23 12:58:00,1.65,12585,Germany,19.799999999999997,2010,12,23,Thursday,12
558620,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1,2011-06-30 16:39:00,4.25,15584,United Kingdom,4.25,2011,6,30,Thursday,16
556443,16016,LARGE CHINESE STYLE SCISSOR,10,2011-06-10 15:28:00,0.85,12712,Germany,8.5,2011,6,10,Friday,15
546421,84991,60 TEATIME FAIRY CAKE CASES,1,2011-03-13 11:21:00,0.55,13700,United Kingdom,0.55,2011,3,13,Sunday,11
552851,22662,LUNCH BAG DOLLY GIRL DESIGN,20,2011-05-11 15:07:00,1.65,12731,France,33.0,2011,5,11,Wednesday,15
556876,21094,SET/6 RED SPOTTY PAPER PLATES,2,2011-06-15 11:56:00,0.85,16241,United Kingdom,1.7,2011,6,15,Wednesday,11
538659,22188,BLACK HEART CARD HOLDER,4,2010-12-13 15:36:00,3.95,14625,United Kingdom,15.8,2010,12,13,Monday,15
567936,22153,ANGEL DECORATION STARS ON DRESS,48,2011-09-22 18:10:00,0.42,15194,United Kingdom,20.16,2011,9,22,Thursday,18
575054,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-11-08 12:18:00,5.95,16945,United Kingdom,17.85,2011,11,8,Tuesday,12
548309,22900, SET 2 TEA TOWELS I LOVE LONDON ,2,2011-03-30 12:02:00,3.25,16657,United Kingdom,6.5,2011,3,30,Wednesday,12
581358,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-12-08 12:30:00,2.55,17436,United Kingdom,15.299999999999999,2011,12,8,Thursday,12
544302,22432,WATERING CAN PINK BUNNY,6,2011-02-17 13:16:00,1.95,12654,Germany,11.7,2011,2,17,Thursday,13
550835,21714,CITRONELLA CANDLE GARDEN POT,6,2011-04-21 10:52:00,1.25,15034,United Kingdom,7.5,2011,4,21,Thursday,10
571214,23199,JUMBO BAG APPLES,5,2011-10-14 12:56:00,2.08,14390,United Kingdom,10.4,2011,10,14,Friday,12
560287,22427,ENAMEL FLOWER JUG CREAM,1,2011-07-18 09:49:00,5.95,13821,United Kingdom,5.95,2011,7,18,Monday,9
580304,72741,GRAND CHOCOLATECANDLE,18,2011-12-02 14:25:00,1.45,18055,United Kingdom,26.099999999999998,2011,12,2,Friday,14
537050,22564,ALPHABET STENCIL CRAFT,5,2010-12-05 11:10:00,1.25,14800,United Kingdom,6.25,2010,12,5,Sunday,11
560841,85130D,BEADED CRYSTAL HEART PINK LARGE,24,2011-07-21 12:25:00,0.79,14298,United Kingdom,18.96,2011,7,21,Thursday,12
566042,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,2011-09-08 13:53:00,1.95,17811,United Kingdom,1.95,2011,9,8,Thursday,13
576521,22111,SCOTTIE DOG HOT WATER BOTTLE,12,2011-11-15 12:34:00,4.95,18259,United Kingdom,59.400000000000006,2011,11,15,Tuesday,12
553168,23112,PARISIENNE CURIO CABINET,12,2011-05-13 16:24:00,6.65,15159,United Kingdom,79.80000000000001,2011,5,13,Friday,16
542080,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2011-01-25 12:16:00,2.95,13815,Germany,17.700000000000003,2011,1,25,Tuesday,12
578289,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2011-11-23 14:07:00,0.55,17841,United Kingdom,1.1,2011,11,23,Wednesday,14
558862,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2011-07-04 12:25:00,1.25,13901,United Kingdom,15.0,2011,7,4,Monday,12
569140,22727,ALARM CLOCK BAKELIKE RED ,4,2011-09-30 14:59:00,3.75,14503,United Kingdom,15.0,2011,9,30,Friday,14
576318,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2011-11-14 14:57:00,3.75,15058,United Kingdom,7.5,2011,11,14,Monday,14
576848,23389,SPACEBOY MINI BACKPACK,1,2011-11-16 15:38:00,4.15,15051,United Kingdom,4.15,2011,11,16,Wednesday,15
561359,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-07-26 15:29:00,1.65,17160,United Kingdom,19.799999999999997,2011,7,26,Tuesday,15
571671,22379,RECYCLING BAG RETROSPOT ,6,2011-10-18 13:15:00,2.1,16940,United Kingdom,12.600000000000001,2011,10,18,Tuesday,13
554271,22084,PAPER CHAIN KIT EMPIRE,6,2011-05-23 13:06:00,2.95,16422,United Kingdom,17.700000000000003,2011,5,23,Monday,13
570009,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2011-10-07 09:38:00,0.39,14138,United Kingdom,9.36,2011,10,7,Friday,9
572058,21135,VICTORIAN  METAL POSTCARD SPRING,3,2011-10-20 12:43:00,1.69,18252,United Kingdom,5.07,2011,10,20,Thursday,12
540458,22507,MEMO BOARD RETROSPOT  DESIGN,4,2011-01-07 12:28:00,4.95,12501,Germany,19.8,2011,1,7,Friday,12
573376,21696,SMALL SILVER TRELLIS CANDLEPOT,2,2011-10-30 13:50:00,2.95,13617,United Kingdom,5.9,2011,10,30,Sunday,13
579692,21181,PLEASE ONE PERSON METAL SIGN,48,2011-11-30 14:05:00,1.85,12433,Norway,88.80000000000001,2011,11,30,Wednesday,14
571433,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-10-17 13:19:00,3.95,13015,United Kingdom,15.8,2011,10,17,Monday,13
563914,22898,CHILDRENS APRON APPLES DESIGN,8,2011-08-21 13:18:00,1.95,12518,Germany,15.6,2011,8,21,Sunday,13
569718,22904,CALENDAR PAPER CUT DESIGN,6,2011-10-06 09:01:00,2.95,15837,United Kingdom,17.700000000000003,2011,10,6,Thursday,9
575331,23391, I LOVE LONDON MINI BACKPACK,8,2011-11-09 13:52:00,4.15,13209,United Kingdom,33.2,2011,11,9,Wednesday,13
575007,22534,MAGIC DRAWING SLATE SPACEBOY ,24,2011-11-08 11:20:00,0.42,14140,United Kingdom,10.08,2011,11,8,Tuesday,11
569590,23348,CHILDRENS TOY COOKING UTENSIL SET,6,2011-10-05 11:25:00,2.08,13949,United Kingdom,12.48,2011,10,5,Wednesday,11
580611,20768,GREEN FERN JOURNAL ,1,2011-12-05 11:49:00,2.55,12748,United Kingdom,2.55,2011,12,5,Monday,11
545980,40016,CHINESE DRAGON PAPER LANTERNS,12,2011-03-08 12:49:00,0.42,14730,United Kingdom,5.04,2011,3,8,Tuesday,12
548358,20718,RED RETROSPOT SHOPPER BAG,10,2011-03-30 15:29:00,1.25,15832,United Kingdom,12.5,2011,3,30,Wednesday,15
548686,22994,TRAVEL CARD WALLET RETROSPOT,24,2011-04-01 16:49:00,0.42,15856,United Kingdom,10.08,2011,4,1,Friday,16
579464,23340,VINTAGE CHRISTMAS CAKE FRILL,12,2011-11-29 14:51:00,1.65,15214,United Kingdom,19.799999999999997,2011,11,29,Tuesday,14
553487,22595,GINGHAM HEART DECORATION,2,2011-05-17 12:38:00,0.85,13246,United Kingdom,1.7,2011,5,17,Tuesday,12
581175,84805B,BLUE CLIMBING HYDRANGA ART FLOWER,24,2011-12-07 15:16:00,1.25,14646,Netherlands,30.0,2011,12,7,Wednesday,15
568151,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,4,2011-09-25 11:39:00,6.25,17506,United Kingdom,25.0,2011,9,25,Sunday,11
555015,22784,LANTERN CREAM GAZEBO ,3,2011-05-31 10:45:00,4.95,16558,United Kingdom,14.850000000000001,2011,5,31,Tuesday,10
562038,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,2011-08-02 09:35:00,4.95,12633,Germany,29.700000000000003,2011,8,2,Tuesday,9
549249,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,24,2011-04-07 12:04:00,0.42,12423,Belgium,10.08,2011,4,7,Thursday,12
565397,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,2011-09-02 16:43:00,3.75,14171,United Kingdom,3.75,2011,9,2,Friday,16
566273,22467,GUMBALL COAT RACK,6,2011-09-11 13:56:00,2.55,14720,United Kingdom,15.299999999999999,2011,9,11,Sunday,13
558920,23197,VEGETABLE MAGNETIC  SHOPPING LIST,12,2011-07-05 09:57:00,1.45,15078,United Kingdom,17.4,2011,7,5,Tuesday,9
575620,22340,NOEL GARLAND PAINTED ZINC ,24,2011-11-10 13:01:00,0.39,17573,United Kingdom,9.36,2011,11,10,Thursday,13
575828,23284,DOORMAT KEEP CALM AND COME IN,2,2011-11-11 11:34:00,8.25,17162,United Kingdom,16.5,2011,11,11,Friday,11
578105,22282,12 EGG HOUSE PAINTED WOOD,3,2011-11-23 08:47:00,12.75,14911,EIRE,38.25,2011,11,23,Wednesday,8
548874,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-04-04 15:18:00,1.25,17716,United Kingdom,15.0,2011,4,4,Monday,15
581334,22841,ROUND CAKE TIN VINTAGE GREEN,1,2011-12-08 12:07:00,7.95,17841,United Kingdom,7.95,2011,12,8,Thursday,12
554842,23173,REGENCY TEAPOT ROSES ,2,2011-05-26 18:17:00,9.95,14740,United Kingdom,19.9,2011,5,26,Thursday,18
566864,22384,LUNCH BAG PINK POLKADOT,1,2011-09-15 12:51:00,1.65,17786,United Kingdom,1.65,2011,9,15,Thursday,12
553747,17136A,BLUE STONES ON WIRE FOR CANDLE,24,2011-05-19 09:47:00,0.08,13627,United Kingdom,1.92,2011,5,19,Thursday,9
565877,22832,BROCANTE SHELF WITH HOOKS,2,2011-09-07 15:13:00,10.75,15189,United Kingdom,21.5,2011,9,7,Wednesday,15
555470,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,4,2011-06-03 11:33:00,4.15,12455,Spain,16.6,2011,6,3,Friday,11
563100,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2011-08-12 09:57:00,9.95,12381,Norway,19.9,2011,8,12,Friday,9
540561,47567B,TEA TIME KITCHEN APRON,3,2011-01-10 10:32:00,5.95,13004,United Kingdom,17.85,2011,1,10,Monday,10
560901,POST,POSTAGE,7,2011-07-21 17:39:00,18.0,12476,Germany,126.0,2011,7,21,Thursday,17
559310,20674,GREEN POLKADOT BOWL,72,2011-07-07 13:33:00,1.06,15505,United Kingdom,76.32000000000001,2011,7,7,Thursday,13
575368,23396,LE JARDIN BOTANIQUE CUSHION COVER,1,2011-11-09 15:07:00,3.75,14482,United Kingdom,3.75,2011,11,9,Wednesday,15
545899,21654,RIDGED GLASS FINGER BOWL,1,2011-03-07 17:30:00,1.45,17817,United Kingdom,1.45,2011,3,7,Monday,17
556845,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-06-15 11:30:00,0.42,17511,United Kingdom,50.4,2011,6,15,Wednesday,11
578117,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-11-23 10:01:00,0.85,14334,United Kingdom,10.2,2011,11,23,Wednesday,10
553661,23057,BEADED CHANDELIER T-LIGHT HOLDER,2,2011-05-18 11:59:00,4.95,13572,United Kingdom,9.9,2011,5,18,Wednesday,11
579293,22632,HAND WARMER RED RETROSPOT,1,2011-11-29 11:22:00,2.1,14419,United Kingdom,2.1,2011,11,29,Tuesday,11
575840,23203,JUMBO BAG VINTAGE DOILY ,4,2011-11-11 11:56:00,2.08,13137,United Kingdom,8.32,2011,11,11,Friday,11
568991,22966,GINGERBREAD MAN COOKIE CUTTER,4,2011-09-29 16:44:00,1.25,18204,United Kingdom,5.0,2011,9,29,Thursday,16
554062,84569A,PACK 3 IRON ON DOG PATCHES,12,2011-05-22 10:21:00,1.25,13654,United Kingdom,15.0,2011,5,22,Sunday,10
555477,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-06-03 12:26:00,0.85,12359,Cyprus,10.2,2011,6,3,Friday,12
580520,21818,GLITTER HEART DECORATION,5,2011-12-04 14:55:00,0.39,13521,United Kingdom,1.9500000000000002,2011,12,4,Sunday,14
574311,22109,FULL ENGLISH BREAKFAST PLATE,16,2011-11-03 16:56:00,3.39,15640,United Kingdom,54.24,2011,11,3,Thursday,16
541111,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-01-13 15:13:00,4.95,15687,United Kingdom,14.850000000000001,2011,1,13,Thursday,15
577774,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,4,2011-11-21 15:57:00,2.1,16712,United Kingdom,8.4,2011,11,21,Monday,15
555526,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,100,2011-06-05 11:42:00,1.79,14364,United Kingdom,179.0,2011,6,5,Sunday,11
537262,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2010-12-06 11:26:00,1.95,15039,United Kingdom,19.5,2010,12,6,Monday,11
566736,22080,RIBBON REEL POLKADOTS ,10,2011-09-14 14:19:00,1.65,12726,France,16.5,2011,9,14,Wednesday,14
554202,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,5,2011-05-23 12:14:00,0.85,13546,United Kingdom,4.25,2011,5,23,Monday,12
581502,22573,STAR WOODEN CHRISTMAS DECORATION,8,2011-12-09 10:51:00,0.85,15910,United Kingdom,6.8,2011,12,9,Friday,10
542617,84949,SILVER HANGING T-LIGHT HOLDER,4,2011-01-30 15:48:00,1.65,17463,United Kingdom,6.6,2011,1,30,Sunday,15
576667,22423,REGENCY CAKESTAND 3 TIER,3,2011-11-16 11:48:00,12.75,12963,United Kingdom,38.25,2011,11,16,Wednesday,11
537818,21156,RETROSPOT CHILDRENS APRON,8,2010-12-08 13:53:00,1.95,12766,Portugal,15.6,2010,12,8,Wednesday,13
562537,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-08-05 15:02:00,0.83,12517,Germany,9.959999999999999,2011,8,5,Friday,15
563384,90096,NECKLACE+BRACELET SET BLUE BLOSSOM,1,2011-08-16 10:52:00,2.55,17315,United Kingdom,2.55,2011,8,16,Tuesday,10
554131,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-05-23 09:43:00,0.65,13988,United Kingdom,10.4,2011,5,23,Monday,9
559791,22727,ALARM CLOCK BAKELIKE RED ,4,2011-07-12 12:24:00,3.75,17675,United Kingdom,15.0,2011,7,12,Tuesday,12
575904,22988,SOLDIERS EGG CUP ,2,2011-11-11 15:28:00,1.25,18014,United Kingdom,2.5,2011,11,11,Friday,15
545191,20725,LUNCH BAG RED RETROSPOT,10,2011-02-28 15:39:00,1.65,12811,Portugal,16.5,2011,2,28,Monday,15
569134,23313,VINTAGE CHRISTMAS BUNTING,10,2011-09-30 14:07:00,4.95,15411,United Kingdom,49.5,2011,9,30,Friday,14
566242,22350,ILLUSTRATED CAT BOWL ,6,2011-09-11 11:56:00,2.55,15502,United Kingdom,15.299999999999999,2011,9,11,Sunday,11
564573,82580,BATHROOM METAL SIGN,3,2011-08-26 11:19:00,0.55,14606,United Kingdom,1.6500000000000001,2011,8,26,Friday,11
569844,22422,TOOTHPASTE TUBE PEN,12,2011-10-06 13:30:00,0.65,12626,Germany,7.800000000000001,2011,10,6,Thursday,13
577748,23288,GREEN VINTAGE SPOT BEAKER,8,2011-11-21 14:24:00,0.85,15159,United Kingdom,6.8,2011,11,21,Monday,14
539455,21329,DINOSAURS  WRITING SET ,1,2010-12-17 17:17:00,1.65,12748,United Kingdom,1.65,2010,12,17,Friday,17
573359,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,2,2011-10-30 12:48:00,0.65,14178,United Kingdom,1.3,2011,10,30,Sunday,12
574250,23301,GARDENERS KNEELING PAD KEEP CALM ,2,2011-11-03 13:09:00,1.65,17634,United Kingdom,3.3,2011,11,3,Thursday,13
559009,23320,GIANT 50'S CHRISTMAS CRACKER,14,2011-07-05 12:47:00,2.89,15549,United Kingdom,40.46,2011,7,5,Tuesday,12
567533,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2011-09-21 09:45:00,1.65,17651,United Kingdom,19.799999999999997,2011,9,21,Wednesday,9
572830,21181,PLEASE ONE PERSON METAL SIGN,2,2011-10-26 11:36:00,2.1,16208,United Kingdom,4.2,2011,10,26,Wednesday,11
579196,22928,YELLOW GIANT GARDEN THERMOMETER,3,2011-11-28 15:54:00,12.46,14096,United Kingdom,37.38,2011,11,28,Monday,15
576303,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,2,2011-11-14 14:51:00,2.95,15532,United Kingdom,5.9,2011,11,14,Monday,14
572079,23374,RED SPOT PAPER GIFT BAG,10,2011-10-20 14:11:00,0.82,14484,United Kingdom,8.2,2011,10,20,Thursday,14
543165,21231,SWEETHEART CERAMIC TRINKET BOX,2,2011-02-03 19:58:00,1.25,13230,United Kingdom,2.5,2011,2,3,Thursday,19
